Keyword,Title,Source,Time,Summary
心理咨询,封闭不封心 隔屏不隔爱 ——上海市中小学心理辅导协会防控疫情...,上观新闻,2022年3月25日,"现阶段心理援助热线是一个紧急状态下的服务热线,不是心理咨询热线,不一定会长期存在,只解决现阶段的问题。中国心理学会的咨询伦理守则在心理热线这种服务形式中大部分适合。具体要点包..."
心理咨询,"专访|《女心理师》总制片人:杨紫井柏然直面“焦虑”,“冷僻”题材...",1905电影网,2021年12月6日,"故事的行业背景冷僻,但作者毕淑敏除了是国家一级作家之外,也是一名医生和注册心理咨询师,这也注定了故事本身除了是网络时代的经典国民文学作品,在很强的故事性与充分的戏剧张力之外,还..."
心理咨询,维权服务公告!贵州省妇联从本月起携专家团队开展法律及心理疏导服务,贵州妇联,2021年7月7日,"从2021年7月起,贵州省妇联引入了专职律师和专职心理咨询师入驻贵州省妇联参与信访接待,为来访或来电群众提供法律咨询和心理咨询服务,为妇女儿童提供法律援助,化解矛盾纠纷,开展法治宣传..."
心理咨询,"亲子劫:陪孩子写作业,你怕了吗?",央视网,2019年3月25日,"北京市青少年法律与心理咨询服务中心主任、研究员 宗春山 家长要尊重孩子的成长和学习规律。比如小学阶段,更多的是游戏化的学习,孩子没有抽象思维,很难一心多用,家长如果不了解这一阶段..."
心理咨询,提醒!2018年考证时间表出炉 这10个证 “含金量”超高!,央视网,2017年12月31日,"随着国内对于心理健康关注度的提高,心理咨询行业将越来越受到重视。已经或准备从事心理咨询师职业的人员,都应该经过专门的职业培训,获得全国统一颁发的心理咨询师《中华人民共和国职业..."
心理咨询,调查显示:心理不适应困扰大学生心理健康(图),央视网,2007年7月17日,"有些来访者不了解咨询的保密原则,担心自己的事情泄露出去,对咨询师有所保留,无法建立良好的咨访关系,影响咨询效果。为了使大学生更加积极主动通过心理咨询解决自身问题,学校和社会应该加大宣传力度,普及心理学尤其是心理咨询的知识,使学生在..."
心理咨询,母亲以自杀逼厌学女儿去看心理医生,央视网,2007年3月13日,"原本是找心理医生为女儿“把脉”的,可吕女士一肚子的苦水不经意间全都倾泻了出来。 心理咨询师分析 从家庭动力学的角度讲,孩子出现问题时候,首先审视的应该是家庭里的夫妻关系。咨询师建议,既然结婚都20多年了,丈夫的种种习性都没有..."
心理咨询,委员提案|杜丽群建议将中小学生心理治疗和心理咨询纳入医保,澎湃新闻,未知时间,此外，学校应对处置能力不足。心理辅导师资力量短缺，只有少数学校配备专职心理教师，多数学校心理健康教师是其他学科教师兼任。部分心理辅导老师甚至没相应的心理辅导理论知识，校内心...
心理咨询,近期排名公开!长沙白癜风医院排行榜-白癜风患者该怎么调节心理...,39健康网,前天16:25,"接受自己的状况是缓解心理压力的关键一步。清楚地了解白癜风是一种常见的皮肤病,影响肤色但不影响人的能力和价值观,可以帮助患者建立积极的自我形象。 2.心理咨询 与专业人士的对话大有裨益。心理学家或精神科医生可以通过定期与患者进行..."
心理咨询,"破解青少年的“心”问题,代表委员关注青少年心理健康",澎湃新闻,未知时间,全国政协委员、湖南省政协副主席、民进湖南省委会主委、湘潭大学校长潘碧灵在调研中发现，当前依然存在专职心理健康教育师资不足的现象，尤其是中小学，很多学校由兼职教师开展工作。由...
心理咨询,首都师范大学召开心理健康教育工作专题研讨会,首都师范大学,未知时间,为深入加强首都师范大学学生心理健康教育工作，进一步提升心理育人质量，3月7日上午，首都师大心理健康教育工作专题研讨会在校本部“书中洞天”会议室召开。校党委副书记王大广，研究生...
宠物护理,玛氏公司收购宠物医院运营商VCA,美通社,2017年1月12日,"- VCA将成为玛氏宠物护理事业部旗下独立的业务单元 玛氏公司和北美宠物医院运营商 VCA 共同宣布,双方已正式达成收购协议:前者将以每股93美元的价格收购 VCA 全部流通股,总估值约91亿美元,其中包括14亿美元的未偿债务。"
宠物护理,美国品谱集团SpectrumBrands旗下联合宠物集团UPG,房天下,2014年11月6日,"品谱集团旗下联合宠物集团品牌8合1(8 in 1),全球成功的宠物用品领导者品牌,始创于1888年,是品谱集团(Spectrum Brands)旗下全球宠物用品主力品牌,是美国宠物用品行业中家提供全方位..."
宠物护理,宠物猫四季护理要点全攻略,央广网,2014年9月1日,"宠物猫四季护理要点全攻略 布偶猫 养猫咪,要了解猫咪的每一个环节。对猫咪的每一个阶段的日常护理有所掌握。 春天:发情和换毛对策 对猫咪来说,春季是发情、换毛季节,这也就成了春季养护..."
宠物护理,宠物经济崛起 依依股份拟设立产业基金,东方财富网,2022年6月16日,"历经二十余年的行业深耕,依依股份在宠物卫生护理用品及个人卫生护理用品的生产、销售方面积累了丰富的经验,客户遍布全球40多个国家和地区,公司2021年出口销售额12.42亿人民币,占海关同类产品出口额的三分一,位居同类前列。"
宠物护理,"婴幼儿产品不好卖了?这家公司2021年纯利下滑55%,如今盯上宠物了",中新经纬,未知时间,婴幼儿营养及护理产品业务收入齐下滑 健合集团主要从事生产及销售高端儿童营养品、婴幼儿护理用品、成人营养及护理产品以及宠物营养及护理用品，拥有Biostime(合生元)、Swisse(斯维诗)、Solid Gold(素力高)、Dodie(杜迪)等品牌。年报显示，2021...
宠物护理,Sniffers宠物护理在A轮融资中筹集了85万英镑,亿欧网,5天前,"Sniffers宠物护理公司是一家总部位于英国的合乎道德的天然狗粮制造商,已从Traditum私人股本公司获得了85万英镑的a系列资金。该投资将用于提高产量,并额外产生330万英镑的年收入。Sniffers宠物护理公司由西蒙·布朗(SimonBrown)创立,现已从一..."
宠物护理,跨境宠物护理SaaS服务商MoeGo获2400万美元天使投资,亿欧网,3天前,"MoeGo宣布完成2400万美元天使投资,由Base10 Partners领投,UpHonest Capital、Digitalis Ventures、Conductive Ventures和Stanford University跟投。MoeGo是一家宠物护理数字化服务商,也是跨境宠物护理SaaS服务商。致力于从垂类SaaS切入,为宠物护理..."
宠物护理,"宠物如何驱虫?这篇避坑指南,铲屎官一定要牢记",ZAKER,5天前,"在宠物狗的日常护理中 , 驱虫是很重要且必不可少的环节 , 关乎宠物们的身体健康。但很多养宠家庭要么没有这种驱虫意识 , 要么存在很多误区。今天这篇避坑指南就给大家分析一些常见的误..."
宠物护理,探访广西“90后”宠物夜班护士的日常,中国新闻网,未知时间,今年28岁的涂崇威是一名宠物医生助理，负责协助宠物医生对病宠进行处置用药、管理宠物的饮食卫生、监护宠物传达病情等工作，被养宠人亲切地称为“宠物护士”。水产养殖学专业毕业的他，...
宠物护理,"狂踹虐猫,宠物医生被开除!背后公司年入57亿,拟赴美上市",中国新闻网,2023年3月20日,"1999年到2012年,新瑞鹏不断扩大其在广东省的宠物医院网络,并2013年将地理覆盖范围从广东省扩展到了中国其他南方省份的城市。2016年,新瑞鹏收购了中国宠物护理行业最具影响力和标志性的..."
宠物护理,“它经济”逆势增长 宠物护理消费升级成下一个风口,中国日报网,2023年1月10日,"有数据显示,2021年亚洲市场宠物护理规模约为1900亿元,2016年到2021年区间的复合年增长率为11.8%。但中国在宠物护理人均支出方面较为滞后,只有20美元左右,而亚太地区高居榜首的香港宠物主平均支出超过140美元。"
宠物护理,功能性宠物清洁护理剂标准缺失 专家建议加速团标制定,澎湃新闻客户端,未知时间,宠物“护发”产品不属于化妆品作为人类亲密伙伴的各种宠物也有着和人类相同的洗护需求，市场上宠物清洁护理用品包括香波/护毛素、浴液、杀菌剂、洗涤剂、口腔护理产品等。有数据显示，...
宠物护理,"千亿宠物赛道崛起,知名护理品牌朝云集团(6601.HK)焕新机,宠物业务...",新浪财经,未知时间,朝云集团自2019年正式布局宠物护理市场，联合立白集团创新研发中心、日本Lion Chemical株式会社、德国巴斯夫、瑞士芬美意、上海新高姿等全球研发资源，研制出适合中国养宠家庭环境的宠...
宠物护理,依依股份获36家机构调研:目前国内自有品牌的宠物用品销售毛利率在...,同花顺,2022年4月28日,"问:公司国内宠物护理业务的盈利情况? 答:目前国内自有品牌的宠物用品销售毛利率在25%-28%之间,整体毛利水平还可以,但由于开拓国内市场所需的费用相对来说比较高,盈利相对较低。 问:国内自有品牌业务的发展策略?"
宠物护理,背靠立白上市后股价却破发 朝云集团的宠物业务灵不灵?,金融界,2021年3月16日,驶入宠物赛道     9个月贡献近千万元营收     灼识咨询报告指出，中国宠物护理产品市场的零售额从2015年的31亿元增长至2019年的69亿元，并预计持续增长至2024年的156亿元。2015年至2019年的复合年...
宠物护理,"毛利超60%,宠物洗护赛道,入局者凶猛",澎湃新闻客户端,未知时间,但宠物护理类目却有高频需求，且完全能做到供应链标准化，比如其中最重要的猫砂，是每个“猫主子”所必备的，与此同时，宠物用的香波洗护和消毒类商品，其实除了配方上略有不同之外，在...
宠物护理,中国最大宠物连锁医院赴美IPO!,证券时报,2023年2月1日,按就医宠物类别统计，犬、猫为公司的主要服务对象，其次是兔、鼠、龟等多种类别的其他动物。中国最大宠物护理平台 一年收入近50亿根据弗若斯特沙利文的数据，按2020年和2021年的医院数量和宠物护理服务收入计，新瑞鹏宠物集团是中国最大的...
宠物护理,尤妮佳:积极开拓中国宠物市场,中国发展网,未知时间,按业务部门划分，个人护理业务部门和宠物护理业务部门均有所增长。个人护理业务净销售额约人民币366.7亿元，同比增长7.6%。其中，女性护理和婴儿护理业务占据主导地位。宠物护理业务净销售额约人民币57.0亿元)，同比增长9.2%。在国外市场...
宠物护理,依依股份募资加码主业 做宠物卫生护理用品行业领跑者,中国经济网,2021年5月19日,"依依股份主营的宠物垫和宠物尿裤是宠物护理用品中的主要产品种类,有助于保障宠物及养宠家庭享有健康、舒适的生活环境,提升宠物生活质量。受益于宠物数量的不断增长以及宠物用品市场的持续发展,未来宠物垫和宠物尿裤产品普及程度和市场需求预..."
宠物护理,天风证券首予依依股份买入评级:优质客户&稳供应链造就宠物护理第...,每日经济新闻,2021年6月6日,天风证券首予依依股份买入评级：优质客户&稳供应链造就宠物护理第一股，拓品类拓区域畅享成长市场红利，目标价104元 每经AI快讯，天风证券06月05日发布研报称，首予依依股份（001206.SZ）买入评级，目标价格为104元。评级理由主要包括：1...
宠物护理,专访依依股份董事长高福忠:“铲屎官”产出新机遇 宠物消费市场成...,证券日报,未知时间,回国后，高福忠果断在依依股份上线宠物护理垫的生产设备，经过反复的测试、产品分析、打样、检测以及客户需求对接，公司的产品在2004年正式打入国际市场，获得了日本客户的青睐。    “在日本市场的成功突破，让我...
宠物护理,耐克投资13亿建创新中心;喜茶并购饮品品牌野萃山;胖虎三里屯旗舰...,钛媒体官方网站,2021年11月12日,"宠物护理品牌小壳Cature获千万级美元投资 近日,宠物护理品牌小壳Cature完成千万级美元投资,本轮融资由草根知本领投,百丽消费基金跟投。资金将主要用于加大产品研发迭代、供应链整合、专..."
宠物护理,"每年卖20亿片宠物尿垫,“它”经济来了",中国新闻周刊,未知时间,天风证券研报显示，2017年，尤妮佳宠物卫生用品在美国市场份额排名第一，其宠物护理业务实现营业收入约7.1亿美元，折合成人民币约48亿元。而依依股份2018年至2020年三年的营业收入合计...
宠物护理,直击业绩会:美团三季度收入增29%至354亿元 新业务同比增长44%,东方财富网,2020年11月30日,"美团提到,在三季度,一些消费升级类别(医美、宠物护理)的增长步伐进一步加速,一些针对特定人群的服务类别也迅速增长,包括付费自习室、互动宠物体验及密室逃脱。 酒店与旅游业务方面,美团称消费者对休闲旅游的需求基本上已恢复,青睐的旅游目的..."
宠物护理,"公司能见度|新瑞鹏冲刺纳斯达克,或成中国宠物医疗第一股",同花顺,2023年1月28日,"截至2022年9月30日,新瑞鹏在中国的宠物医院数量进一步增加到1942家。美联众合动物医院、芭比堂动物医院、宠颐生动物医院、瑞鹏宠物医院、顽皮家族宠物医院等均为旗下品牌,按2020年和2021年的医院数量和宠物护理服务收入计算,新瑞鹏是中国最..."
宠物护理,"国内外巨头相继入局,宠物洗护品成为新的掘金赛道?",36kr,未知时间,"在这种理念下,宠物洗护的消费场景也在不断升级迭代,除了基础的沐浴香波之外,还出现了更细分的护毛精华、口腔喷雾等产品。 根据GIM市场调研报告,全球宠物护理市场规模在2020年超过2320亿..."
宠物护理,玛氏在华掘金宠物市场背后的焦虑,北京商报,2020年12月22日,国际食品巨头玛氏在华投建的第三家宠物食品工厂落地。12月22日，玛氏相关负责人在接受北京商报记者采访时表示，作为玛氏公司在全球最大的宠物工厂之一，新工厂将带动上下游产业链的完善...
宠物护理,Vol.137医疗大健康投融资周报|医疗|健康|投资|资本|基金|疾病|...,健康界,2020年11月11日,"生物公司One Health Company完成1000万美元融资,提供宠物护理解决方案 2020年10月29日,生物公司One Health Company宣布获得1000万美元融资,本轮融资投资者包括Polaris Partners和Borealis Ventures,现有投资者Andreessen Horowitz、Lerer Hippeau、..."
家庭教育,"9个重要的家庭教育观,父母必看!",光明网,2023年10月5日,不少家长不知道怎么教育孩子，多数父母存在不同程度的养育焦虑。这9个重要的家庭教育观，家有孩子的，一定要看看。01 父母是家庭教育的第一责任人 隔代育儿是一个普遍现象，但需要明确...
家庭教育,"智慧父母大讲堂|家庭教育十大原则,推荐家长看一下",广东阳江妇联,2023年10月12日,爱孩子是父母的天性但会爱孩子是一门科学做好家庭教育家长要自觉学习家庭教育科学知识提高家庭教育能力今天与大家分享知名教育专家北京第一实验学校校长李希贵的“家庭教育十大原则”这...
家庭教育,家庭教育微课堂第53期|教育工具之无条件的爱,陕西榆林靖边妇联,2023年9月20日,家庭教育微课堂第53期｜教育工具之无条件的爱 靖边县妇联慧宇教育靖边指导中心《家庭教育微课堂》家庭教育微课堂★今日话题：教育工具之无条件的爱★关键词：纯粹  无私★核心语录：●...
家庭教育,最高法、全国妇联发布《关于开展家庭教育指导工作的意见》,中国青年网,2023年5月30日,央视网消息：5月30日上午，最高人民法院举行新闻发布会，与全国妇联联合发布《关于开展家庭教育指导工作的意见》。图为发布会现场。为深入贯彻落实习近平法治思想和习近平总书记关于少...
家庭教育,"朱永新的8个家庭教育理念,家长才是真正的教育基础,决定孩子关键!",搜狐网,2023年7月19日,"朱永新曾说,“在所有的问题儿童身上,都可以找到他们家庭的原因”“家庭教育才是我们整个教育链的基础,关键的关键”。 今天,我们为大家整理了朱永新关于家庭教育的8个观点,一起来品读吧!"
家庭教育,"「家庭教育篇」10点教育心得,关乎孩子的未来~",陕西西安高陵妇联,2023年7月3日,点击蓝字关注我们近年来，社会热点现象反映出有些家长生而不养、养而不教、教而不当的问题，让家庭教育的话题越议越热。全国政协委员朱永新多年来关注家庭教育话题，为青少年的健康成长...
家庭教育,"为失职父母“补课”,新疆推出“定制款”家庭教育指导方案",央视网,2023年6月30日,"家庭是人生的第一所学校,家长是孩子的第一任老师。随着2022年1月1日家庭教育促进法的施行,家庭教育被正式纳入国家教育事业发展规划和法治化管理轨道。从此,家庭教育从“家事”上升为“国事”。"
家庭教育,落实家庭教育责任 保障儿童健康成长,光明思想理论网,2023年6月18日,"根据《中华人民共和国家庭教育促进法》第十四条的规定,父母或者其他监护人应当树立家庭是第一个课堂、家长是第一任老师的责任意识,承担对未成年人实施家庭教育的主体责任,用正确思想、方法和行为教育未成年人养成良好思想、品行和习惯。可见..."
家庭教育,最高法、全国妇联:开展家庭教育指导工作 维护未成年人合法权益,央视网,2023年5月30日,"16.人民法院、妇联开展家庭教育指导工作,应当依法保护未成年人及其父母或者其他监护人的隐私和个人信息。通过购买社会服务形式开展家庭教育指导的,应当要求相关机构组织及工作人员签订保密承诺书。"
家庭教育,典型案例发布 多部门深入推动家庭教育指导工作高质量发展,央视网,2023年5月25日,"央视网消息:最高人民检察院、全国妇联、中国关工委昨天(5月24日)联合发布第二批在办理涉未成年人案件中全面开展家庭教育指导工作典型案例。本批案例集中呈现了在办理涉未成年人案件中,..."
家庭教育,关注心理健康 守护幸福家庭|宿州市妇联开展家庭教育知识讲座,宿州妇联,未知时间,为深入学习宣传贯彻落实习近平新时代中国特色社会主义思想，贯彻落实习近平总书记关于注重家庭家教家风重要论述，推动《中华人民共和国家庭教育促进法》《安徽省家庭教育促进条例》贯彻...
家庭教育,全国政协委员、华东师范大学副校长戴立益:要给家庭教育科学指导,中国经济周刊,4天前,戴立益表示，目前，在应试取向仍较为严重的教育实践中，学校教育、家庭教育、社会教育之间存在一定疏离，其中一些问题已经难以适应教育发展的新形势与新要求。比如职责定位不够清晰，学...
家庭教育,《江苏省家庭教育指导大纲》出台 为科学带娃支招,金台资讯,前天07:14,为深入贯彻落实党的二十大精神和习近平总书记关于家庭家教家风建设重要论述，更好适应新时代家庭教育发展新需求，全面提升家长科学育儿的能力素质、促进儿童全面健康成长，江苏省妇联、省教育厅、省文明办、省法院、省检察院、省公安厅、省...
家庭教育,「“三·八”特辑」曹县:家庭教育进社区 检察官为家长“补课”支招,菏泽市人民检察院,昨天21:55,在第114个“三八”国际妇女节到来之际，为深入贯彻习近平总书记对妇女儿童工作作出的重要指示精神，进一步落实习近平总书记“注重家庭、注重家教”的重要论述，拉近亲子关系，促进家庭...
家庭教育,"全国政协委员郭媛媛:建议建设家庭教育服务平台,提供专业帮助",新京报,5天前,如何依托大模型和志愿者为父母解决家庭教育的困惑？在今年的全国两会上，全国政协委员、首都经济贸易大学特大城市社会发展研究院副院长郭媛媛依旧将关注的重点放在了青少年身上，她准备...
家庭教育,"男孩家长和女孩家长,谁更焦虑?《家庭教育蓝皮书》公布中国家庭...",上观新闻,7天前,近年来，家庭教育越来越受到社会各界的关注。那么，中国家庭教育现状及家长与孩子在家庭教育中普遍存在的问题是什么？小升初是孩子“难”，还是父母“难”？爸爸和妈妈，谁更焦虑？男孩...
家庭教育,“三八”维权周|巾帼普法微课堂③《家庭教育促进法》亮点解读,陕西铜川耀州妇联,4天前,2022年1月1日，一部面向全国家长的法律正式实施，这就是我国第一部关于家庭教育的法律——《中华人民共和国家庭教育促进法》。   这是我国首次就家庭教育进行专门立法，这也意味着从此...
家庭教育,厦门“三八”妇女节家庭教育主题活动在集美举办,东南网厦门频道,4天前,"厦门日报讯 (记者 应洁)今年是陈嘉庚先生诞辰150周年,为更好地传承弘扬嘉庚精神,促进两岸家庭对家庭文化、家风家训建设的交流,3日上午,以“传‘嘉’风家训,颂家庭美德”为主题的2024年厦门市“三八”妇女节家庭教育主题活动在集美区青..."
家庭教育,家庭教育微课堂第73期|成长导师:引导孩子规划人生,陕西榆林靖边妇联,6天前,靖边县妇联慧宇教育靖边指导中心《家庭教育微课堂》家庭教育微课堂★今日话题：《成长导师：引导孩子规划人生》★关键词：引导 规划★核心语录：●我们要通过倾听和理解了解孩子的内心...
家庭教育,【家庭教育指导】家庭教育促进法—初中时期的家庭教育,澎湃新闻,2023年12月25日,"家庭教育涉及很多方面, 但最重要的是品德教育, 是如何做人的教育。 初中时期的家庭教育 01 注重发挥家庭的教育功能 教育子女的责任,要由父母共同承担、哪一位都不能放弃自己的责任;同时..."
家庭教育,"9个重要的家庭教育观,父母必看!",光明网,2023年10月5日,不少家长不知道怎么教育孩子，多数父母存在不同程度的养育焦虑。这9个重要的家庭教育观，家有孩子的，一定要看看。01 父母是家庭教育的第一责任人 隔代育儿是一个普遍现象，但需要明确...
家庭教育,"智慧父母大讲堂|家庭教育十大原则,推荐家长看一下",广东阳江妇联,2023年10月12日,爱孩子是父母的天性但会爱孩子是一门科学做好家庭教育家长要自觉学习家庭教育科学知识提高家庭教育能力今天与大家分享知名教育专家北京第一实验学校校长李希贵的“家庭教育十大原则”这...
家庭教育,家庭教育微课堂第53期|教育工具之无条件的爱,陕西榆林靖边妇联,2023年9月20日,家庭教育微课堂第53期｜教育工具之无条件的爱 靖边县妇联慧宇教育靖边指导中心《家庭教育微课堂》家庭教育微课堂★今日话题：教育工具之无条件的爱★关键词：纯粹  无私★核心语录：●...
家庭教育,最高法、全国妇联发布《关于开展家庭教育指导工作的意见》,中国青年网,2023年5月30日,央视网消息：5月30日上午，最高人民法院举行新闻发布会，与全国妇联联合发布《关于开展家庭教育指导工作的意见》。图为发布会现场。为深入贯彻落实习近平法治思想和习近平总书记关于少...
家庭教育,"朱永新的8个家庭教育理念,家长才是真正的教育基础,决定孩子关键!",搜狐网,2023年7月19日,"朱永新曾说,“在所有的问题儿童身上,都可以找到他们家庭的原因”“家庭教育才是我们整个教育链的基础,关键的关键”。 今天,我们为大家整理了朱永新关于家庭教育的8个观点,一起来品读吧!"
家庭教育,"「家庭教育篇」10点教育心得,关乎孩子的未来~",陕西西安高陵妇联,2023年7月3日,点击蓝字关注我们近年来，社会热点现象反映出有些家长生而不养、养而不教、教而不当的问题，让家庭教育的话题越议越热。全国政协委员朱永新多年来关注家庭教育话题，为青少年的健康成长...
家庭教育,"为失职父母“补课”,新疆推出“定制款”家庭教育指导方案",央视网,2023年6月30日,"家庭是人生的第一所学校,家长是孩子的第一任老师。随着2022年1月1日家庭教育促进法的施行,家庭教育被正式纳入国家教育事业发展规划和法治化管理轨道。从此,家庭教育从“家事”上升为“国事”。"
家庭教育,落实家庭教育责任 保障儿童健康成长,光明思想理论网,2023年6月18日,"根据《中华人民共和国家庭教育促进法》第十四条的规定,父母或者其他监护人应当树立家庭是第一个课堂、家长是第一任老师的责任意识,承担对未成年人实施家庭教育的主体责任,用正确思想、方法和行为教育未成年人养成良好思想、品行和习惯。可见..."
家庭教育,最高法、全国妇联:开展家庭教育指导工作 维护未成年人合法权益,央视网,2023年5月30日,"16.人民法院、妇联开展家庭教育指导工作,应当依法保护未成年人及其父母或者其他监护人的隐私和个人信息。通过购买社会服务形式开展家庭教育指导的,应当要求相关机构组织及工作人员签订保密承诺书。"
家庭教育,典型案例发布 多部门深入推动家庭教育指导工作高质量发展,央视网,2023年5月25日,"央视网消息:最高人民检察院、全国妇联、中国关工委昨天(5月24日)联合发布第二批在办理涉未成年人案件中全面开展家庭教育指导工作典型案例。本批案例集中呈现了在办理涉未成年人案件中,..."
家庭教育,“家教伴成长 协同育新人” 2023年全国家庭教育宣传周活动启动,央视网,2023年5月17日,"央视网消息:以“家教伴成长 协同育新人”为主题,全国妇联、教育部昨天(5月16日)启动2023年全国家庭教育宣传周活动。 今年的5月15日至21日是全国第二个家庭教育宣传周。宣传周活动启动式..."
家庭教育,2023年全国家庭教育宣传周活动启动,央视网,2023年5月16日,"新华社北京5月16日电(记者黄玥)每年5月15日国际家庭日所在周为全国家庭教育宣传周。全国妇联、教育部16日启动2023年全国家庭教育宣传周活动,活动以“家教伴成长 协同育新人”为主题,将汇聚家庭、学校、社会等各方力量,大力普及家庭教育..."
家庭教育,「家庭教育篇」家长学堂——家庭教育的七种有效方法,陕西西安高陵妇联,2023年4月25日,「家庭教育篇」家长学堂——家庭教育的七种有效方法 点击“蓝字”关注我们更多！1家长学堂一、跟孩子交谈的艺术在家庭教育中，最常用的方式是交谈。交谈的质量，跟交谈的艺术有密切关系...
家庭教育,"家庭教育 ‖家,是教育的根",山西运城河津妇联,2023年4月14日,可是常常事与愿违，再好的学校再优秀的老师也不如父母的家庭教育更重要。因为从孩子出生的那一天起，你们就是孩子的第一任老师，你们的言传身教就是孩子的人生课堂。1 教育的根到底在哪...
家庭教育,十大案件之全国首份家庭教育令:让依法带娃成为家长必修课,中国长安网,未知时间,2023年1月17日，由最高人民法院与中央广播电视总台共同主办的“新时代推动法治进程2022年度十大案件”评选结果揭晓。综合网民投票结果，经专家委员会评选，全国首份家庭教育令入选十大...
家庭教育,"家庭教育促进法实施,中小学幼儿园如何开展家庭教育指导?",中国青年网,2022年9月30日,中国青年网北京9月30日电（记者 李华锡）今年1月1日起，《家庭教育促进法》正式实施。《家庭教育促进法》多次提到中小学幼儿园要开展家庭教育指导服务。第三十九条至四十二条明确：中小...
家庭教育,"9个最重要的家庭教育观,父母必看!|精选",中国教育报,2022年5月30日,不少家长不知道怎么教育孩子，多数父母存在不同程度的养育焦虑。这9个最重要的家庭教育观，家有孩子的，一定要看看。01 父母是家庭教育的第一责任人 隔代育儿是一个普遍现象，但需要明...
家庭教育,"家庭教育促进法实施,如何做好家庭教育宣传?",中国青年网,2022年5月13日,中国青年网北京5月13日电（记者 李华锡）根据《家庭教育促进法》第十三条规定：“每年5月15日国际家庭日所在周为全国家庭教育宣传周”。2022年5月15日国际家庭日所在周为首个全国家庭教育宣传周。近日，全国妇联、教育部近日联合发出...
家庭教育,首个全国家庭教育宣传周开启 看看哪句宣传语最打动你,封面新闻,2022年5月9日,5月9日，封面新闻记者从教育部获悉，全国妇联、教育部当日至15日开展首个全国家庭教育宣传周活动。活动以“送法进万家 家教伴成长”为主题，弘扬传承中华民族家庭美德，树立良好家风，推动形成家庭文明新风尚。为做好首个家庭教育宣传周...
家庭教育,家庭教育有法可依 亲职教育势在必行,中国教育报,2022年1月30日,家庭教育是教育的起点，对儿童的健康成长至关重要，也在社会文明和国家发展的过程中发挥着不容忽视的基石作用。《中华人民共和国家庭教育促进法》已于今年1月1日起实施，意味着家庭教育...
家庭教育,原标题:新时代家庭教育需发生三大转变,央视网,2022年12月12日,"时代在不断前进,人们对家庭教育的观念和态度也在不断发生变化。尤其是近年来,随着家庭教育问题的频繁凸显,国家层面对家庭教育的日益重视,我们对家庭教育的本质、功能、属性以及存在的问..."
家庭教育,连云港灌云:8份家庭教育指导令指导“问题家长”依法带娃,荔枝网,2022年12月11日,"12月9日,记者从灌云县法院举行的家庭教育指导新闻发布会上获悉,《家庭教育促进法》自今年1月1日实施以来,该院已对8名涉案未成年人的监护人发出家庭教育指导令,同时通过成立家庭教育指导中心、持续开展未成年人帮扶救助等工作,维护未成年..."
家庭教育,原标题:北京高院建立精细化家庭教育指导机制,央视网,2022年9月4日,"家庭教育促进法施行后,北京市法院系统少年法庭先后在71件涉未成年人案件中开展了家庭教育指导工作,对137名父母或其他监护人予以训诫或责令接受家庭教育指导,相关案件反映出部分家长对未成年子女“生而不养,养而不教”等问题。对此,北京法..."
家庭教育,"专业的人来教父母带娃,武汉“家庭教育指导师”上线",长江日报,未知时间,”7月4日早上9：30，江汉区友谊青年空间的大教室里，家长们正争相向高级家庭教育指导师陈宇咨询问题。7月1日，家庭教育指导师陈宇与十几位家长讲授家庭教育相关经验。记者胡冬冬 摄 这...
家庭教育,原标题:一些家庭教育指导师培训:课程七拼八凑 高薪就业不靠谱,央视网,2022年7月5日,"一段时间以来,家庭教育指导师培训的广告频频出现在一些微信公众号、网页、短视频平台,“全职年薪30万”“兼职咨询费500元/小时”“市场需求多,岗位缺口大”……类似广告吸引了不少人参加培训考证。"
家庭教育,世界家庭日:扬州邗江区启动全国家庭教育宣传周活动,荔枝网,2022年5月15日,"今天(5月15日)是世界家庭日,由江苏省教育学会家庭教育专业委员会、扬州市教育学会家庭教育专业委员会、扬州邗江区教育局、邗江区妇联主办的全国家庭教育宣传周活动启动仪式暨新家庭教育..."
家庭教育,"带娃要依法!家庭教育促进法实施5个月,这家法院对137名家长予以...",全国妇联女性之声,2022年5月12日,5月12日，北京高院召开新闻发布会，发布北京法院少年法庭涉未成年人案件家庭教育指导工作情况及典型案例，进一步探索构建家庭领域社会各方力量广泛参与工作机制，深入推进家庭教育指导...
家庭教育,"家庭教育促进法实施5个月,北京法院训诫137名家长",央视网,2022年5月12日,"家庭教育促进法实施5个多月来,北京法院少年法庭先后对137名父母或其他监护人予以训诫或责令接受家庭教育指导。 5月12日,在国际家庭日和全国家庭教育宣传周来临之际,北京高院召开线上新闻发布会通报了上述情况。"
家庭教育,市妇联发布家庭教育“12345”支持计划项目,广州日报,未知时间,2022年5月9日-5月15日是全国首个家庭教育宣传周。5月10日，“探索创新40载合力共育赢未来”2022年广州市家庭教育宣传周启动仪式在广州图书馆举行。活动现场，市妇联发布了家庭教育“123...
家庭教育,首个全国家庭教育宣传周活动启动,央视网,2022年5月9日,"央视网消息:今年1月1日起正式施行的《中华人民共和国家庭教育促进法》规定,每年5月15日国际家庭日所在周为全国家庭教育宣传周。日前,全国妇联、教育部联合发出通知,部署开展全国首个家..."
